Season,Player,Team,Pos,name,GSIS_ID,name_orig,name_pos,name_pos_team
2014,Marquess Wilson,CHI,WR,Marquess Wilson,00-0030047,M.Wilson,"Marquess Wilson, WR","Marquess Wilson, WR, CHI"
2014,Marquise Goodwin,BUF,WR,Marquise Goodwin,00-0030068,M.Goodwin,"Marquise Goodwin, WR","Marquise Goodwin, WR, BUF"
2014,Marshawn Lynch,SEA,RB,Marshawn Lynch,00-0025399,M.Lynch,"Marshawn Lynch, RB","Marshawn Lynch, RB, SEA"
2014,Martavis Bryant,PIT,WR,Martavis Bryant,00-0031373,M.Bryant,"Martavis Bryant, WR","Martavis Bryant, WR, PIT"
2014,Martellus Bennett,CHI,TE,Martellus Bennett,00-0026201,M.Bennett,"Martellus Bennett, TE","Martellus Bennett, TE, CHI"
2014,Matt Asiata,MIN,RB,Matt Asiata,00-0028198,M.Asiata,"Matt Asiata, RB","Matt Asiata, RB, MIN"
2014,Matt Barkley,PHI,QB,Matt Barkley,00-0030533,M.Barkley,"Matt Barkley, QB","Matt Barkley, QB, PHI"
2014,Matt Cassel,MIN,QB,Matt Cassel,00-0023662,M.Cassel,"Matt Cassel, QB","Matt Cassel, QB, MIN"
2014,Matt Flynn,GB,QB,Matt Flynn,00-0026349,M.Flynn,"Matt Flynn, QB","Matt Flynn, QB, GB"
2014,Matt Forte,CHI,RB,Matt Forte,00-0026184,M.Forte,"Matt Forte, RB","Matt Forte, RB, CHI"
2014,Matt Hasselbeck,IND,QB,Matt Hasselbeck,00-0007091,M.Hasselbeck,"Matt Hasselbeck, QB","Matt Hasselbeck, QB, IND"
2014,Matt McGloin,OAK,QB,Matt McGloin,00-0030419,M.McGloin,"Matt McGloin, QB","Matt McGloin, QB, OAK"
2014,Matt Moore,MIA,QB,Matt Moore,00-0025708,M.Moore,"Matt Moore, QB","Matt Moore, QB, MIA"
2014,Matt Ryan,ATL,QB,Matt Ryan,00-0026143,M.Ryan,"Matt Ryan, QB","Matt Ryan, QB, ATL"
2014,Matt Schaub,OAK,QB,Matt Schaub,00-0022787,M.Schaub,"Matt Schaub, QB","Matt Schaub, QB, OAK"
2014,Matt Simms,NYJ,QB,Matt Simms,00-0029151,M.Simms,"Matt Simms, QB","Matt Simms, QB, NYJ"
2014,Matt Spaeth,PIT,TE,Matt Spaeth,00-0025464,M.Spaeth,"Matt Spaeth, TE","Matt Spaeth, TE, PIT"
2014,Matthew Stafford,DET,QB,Matthew Stafford,00-0026498,M.Stafford,"Matthew Stafford, QB","Matthew Stafford, QB, DET"
2014,Maurice Jones-Drew,OAK,RB,Maurice Jones-Drew,00-0024275,M.Jones-Drew,"Maurice Jones-Drew, RB","Maurice Jones-Drew, RB, OAK"
2014,Michael Campanaro,BAL,WR,Michael Campanaro,00-0031025,M.Campanaro,"Michael Campanaro, WR","Michael Campanaro, WR, BAL"
2014,Michael Cox,NYG,RB,Michael Cox,00-0030128,M.Cox,"Michael Cox, RB","Michael Cox, RB, NYG"
2014,Michael Crabtree,SF,WR,Michael Crabtree,00-0026986,M.Crabtree,"Michael Crabtree, WR","Michael Crabtree, WR, SF"
2014,Michael Floyd,ARI,WR,Michael Floyd,00-0029638,M.Floyd,"Michael Floyd, WR","Michael Floyd, WR, ARI"
2014,Michael Hoomanawanui,NE,TE,Michael Hoomanawanui,00-0027732,M.Hoomanawanui,"Michael Hoomanawanui, TE","Michael Hoomanawanui, TE, NE"
2014,Michael Palmer,PIT,TE,Michael Palmer,00-0027202,M.Palmer,"Michael Palmer, TE","Michael Palmer, TE, PIT"
2014,Micheal Spurlock,CHI,WR,Micheal Spurlock,00-0023968,M.Spurlock,"Micheal Spurlock, WR","Micheal Spurlock, WR, CHI"
2014,Mike Evans,TB,WR,Mike Evans,00-0031408,M.Evans,"Mike Evans, WR","Mike Evans, WR, TB"
2014,Mike Glennon,TB,QB,Mike Glennon,00-0030520,M.Glennon,"Mike Glennon, QB","Mike Glennon, QB, TB"
2014,Mike James,TB,RB,Mike James,00-0030391,M.James,"Mike James, RB","Mike James, RB, TB"
2014,Mike Tolbert,CAR,FB,Mike Tolbert,00-0026069,M.Tolbert,"Mike Tolbert, FB","Mike Tolbert, FB, CAR"
2014,Mike Vick,NYJ,QB,Mike Vick,00-0020245,M.Vick,"Mike Vick, QB","Mike Vick, QB, NYJ"
2014,Mike Wallace,MIA,WR,Mike Wallace,00-0026901,M.Wallace,"Mike Wallace, WR","Mike Wallace, WR, MIA"
2014,Mike Williams,BUF,WR,Mike Williams,00-0027702,M.Williams,"Mike Williams, WR","Mike Williams, WR, BUF"
2014,Miles Austin,CLE,WR,Miles Austin,00-0023921,M.Austin,"Miles Austin, WR","Miles Austin, WR, CLE"
2014,Mohamed Sanu,CIN,WR,Mohamed Sanu,00-0029632,M.Sanu,"Mohamed Sanu, WR","Mohamed Sanu, WR, CIN"
2014,Montee Ball,DEN,RB,Montee Ball,00-0030522,M.Ball,"Montee Ball, RB","Montee Ball, RB, DEN"
2014,Mychal Rivera,OAK,TE,Mychal Rivera,00-0030514,M.Rivera,"Mychal Rivera, TE","Mychal Rivera, TE, OAK"
2014,Nate Washington,TEN,WR,Nate Washington,00-0023367,N.Washington,"Nate Washington, WR","Nate Washington, WR, TEN"
2014,Nick Foles,PHI,QB,Nick Foles,00-0029567,N.Foles,"Nick Foles, QB","Nick Foles, QB, PHI"
2014,Nick Toon,NO,WR,Nick Toon,00-0029667,N.Toon,"Nick Toon, WR","Nick Toon, WR, NO"
2014,Niles Paul,WAS,TE,Niles Paul,00-0028093,N.Paul,"Niles Paul, TE","Niles Paul, TE, WAS"
2014,Odell Beckham,NYG,WR,Odell Beckham,00-0031235,O.Beckham,"Odell Beckham, WR","Odell Beckham, WR, NYG"
2014,Orleans Darkwa,NYG,RB,Orleans Darkwa,00-0030860,O.Darkwa,"Orleans Darkwa, RB","Orleans Darkwa, RB, NYG"
2014,Owen Daniels,BAL,TE,Owen Daniels,00-0024313,O.Daniels,"Owen Daniels, TE","Owen Daniels, TE, BAL"
2014,Paul Richardson,SEA,WR,Paul Richardson,00-0031257,P.Richardson,"Paul Richardson, WR","Paul Richardson, WR, SEA"
2014,Percy Harvin,NYJ,WR,Percy Harvin,00-0026998,P.Harvin,"Percy Harvin, WR","Percy Harvin, WR, NYJ"
2014,Peyton Hillis,NYG,RB,Peyton Hillis,00-0026367,P.Hillis,"Peyton Hillis, RB","Peyton Hillis, RB, NYG"
2014,Peyton Manning,DEN,QB,Peyton Manning,00-0010346,P.Manning,"Peyton Manning, QB","Peyton Manning, QB, DEN"
2014,Phillip Supernaw,BAL,TE,Phillip Supernaw,00-0028987,P.Supernaw,"Phillip Supernaw, TE","Phillip Supernaw, TE, BAL"
2014,Pierre Garcon,WAS,WR,Pierre Garcon,00-0026345,P.Garcon,"Pierre Garcon, WR","Pierre Garcon, WR, WAS"
2014,Pierre Thomas,NO,RB,Pierre Thomas,00-0024813,P.Thomas,"Pierre Thomas, RB","Pierre Thomas, RB, NO"
2014,Preston Parker,NYG,WR,Preston Parker,00-0027450,P.Parker,"Preston Parker, WR","Preston Parker, WR, NYG"
2014,Quinton Patton,SF,WR,Quinton Patton,00-0030450,Q.Patton,"Quinton Patton, WR","Quinton Patton, WR, SF"
2014,Randall Cobb,GB,WR,Randall Cobb,00-0028002,R.Cobb,"Randall Cobb, WR","Randall Cobb, WR, GB"
2014,Rashad Jennings,NYG,RB,Rashad Jennings,00-0027155,R.Jennings,"Rashad Jennings, RB","Rashad Jennings, RB, NYG"
2014,Ray Agnew,CLE,FB,Ray Agnew,00-0030653,R.Agnew,"Ray Agnew, FB","Ray Agnew, FB, CLE"
2014,Reggie Bush,DET,RB,Reggie Bush,00-0024217,R.Bush,"Reggie Bush, RB","Reggie Bush, RB, DET"
2014,Reggie Wayne,IND,WR,Reggie Wayne,00-0020498,R.Wayne,"Reggie Wayne, WR","Reggie Wayne, WR, IND"
2014,Rex Burkhead,CIN,RB,Rex Burkhead,00-0030288,R.Burkhead,"Rex Burkhead, RB","Rex Burkhead, RB, CIN"
2014,Rhett Ellison,MIN,TE,Rhett Ellison,00-0029587,R.Ellison,"Rhett Ellison, TE","Rhett Ellison, TE, MIN"
2014,Ricardo Lockette,SEA,WR,Ricardo Lockette,00-0028442,R.Lockette,"Ricardo Lockette, WR","Ricardo Lockette, WR, SEA"
2014,Richard Gordon,KC,TE,Richard Gordon,00-0028119,R.Gordon,"Richard Gordon, TE","Richard Gordon, TE, KC"
2014,Richard Rodgers,GB,TE,Richard Rodgers,00-0031384,R.Rodgers,"Richard Rodgers, TE","Richard Rodgers, TE, GB"
2014,Riley Cooper,PHI,WR,Riley Cooper,00-0027758,R.Cooper,"Riley Cooper, WR","Riley Cooper, WR, PHI"
2014,Rishard Matthews,MIA,WR,Rishard Matthews,00-0029580,R.Matthews,"Rishard Matthews, WR","Rishard Matthews, WR, MIA"
2014,Rob Gronkowski,NE,TE,Rob Gronkowski,00-0027656,R.Gronkowski,"Rob Gronkowski, TE","Rob Gronkowski, TE, NE"
2014,Rob Housler,ARI,TE,Rob Housler,00-0028007,R.Housler,"Rob Housler, TE","Rob Housler, TE, ARI"
2014,Robert Griffin III,WAS,QB,Robert Griffin III,00-0029665,R.III,"Robert Griffin III, QB","Robert Griffin III, QB, WAS"
2014,Robert Herron,TB,WR,Robert Herron,00-0031187,R.Herron,"Robert Herron, WR","Robert Herron, WR, TB"
2014,Robert Hughes,ARI,RB,Robert Hughes,00-0028345,R.Hughes,"Robert Hughes, RB","Robert Hughes, RB, ARI"
2014,Robert Meachem,NO,WR,Robert Meachem,00-0025414,R.Meachem,"Robert Meachem, WR","Robert Meachem, WR, NO"
2014,Robert Turbin,SEA,RB,Robert Turbin,00-0029273,R.Turbin,"Robert Turbin, RB","Robert Turbin, RB, SEA"
2014,Robert Woods,BUF,WR,Robert Woods,00-0030431,R.Woods,"Robert Woods, WR","Robert Woods, WR, BUF"
2014,Rod Streater,OAK,WR,Rod Streater,00-0029129,R.Streater,"Rod Streater, WR","Rod Streater, WR, OAK"
2014,Roddy White,ATL,WR,Roddy White,00-0023462,R.White,"Roddy White, WR","Roddy White, WR, ATL"
2014,Rodney Smith,CLE,WR,Rodney Smith,00-0029934,R.Smith,"Rodney Smith, WR","Rodney Smith, WR, CLE"
2014,Ronnie Hillman,DEN,RB,Ronnie Hillman,00-0029683,R.Hillman,"Ronnie Hillman, RB","Ronnie Hillman, RB, DEN"
2014,Roy Helu,WAS,RB,Roy Helu,00-0028043,R.Helu,"Roy Helu, RB","Roy Helu, RB, WAS"
2014,Rueben Randle,NYG,WR,Rueben Randle,00-0029262,R.Randle,"Rueben Randle, WR","Rueben Randle, WR, NYG"
2014,Russell Shepard,TB,WR,Russell Shepard,00-0030147,R.Shepard,"Russell Shepard, WR","Russell Shepard, WR, TB"
2014,Russell Wilson,SEA,QB,Russell Wilson,00-0029263,R.Wilson,"Russell Wilson, QB","Russell Wilson, QB, SEA"
2014,Ryan Broyles,DET,WR,Ryan Broyles,00-0029209,R.Broyles,"Ryan Broyles, WR","Ryan Broyles, WR, DET"
2014,Ryan Fitzpatrick,HOU,QB,Ryan Fitzpatrick,00-0023682,R.Fitzpatrick,"Ryan Fitzpatrick, QB","Ryan Fitzpatrick, QB, HOU"
2014,Ryan Grant,WAS,WR,Ryan Grant,00-0031068,R.Grant,"Ryan Grant, WR","Ryan Grant, WR, WAS"
2014,Ryan Griffin,HOU,TE,Ryan Griffin,00-0030108,R.Griffin,"Ryan Griffin, TE","Ryan Griffin, TE, HOU"
2014,Ryan Hewitt,CIN,TE,Ryan Hewitt,00-0030780,R.Hewitt,"Ryan Hewitt, TE","Ryan Hewitt, TE, CIN"
2014,Ryan Lindley,ARI,QB,Ryan Lindley,00-0029531,R.Lindley,"Ryan Lindley, QB","Ryan Lindley, QB, ARI"
2014,Ryan Mallett,HOU,QB,Ryan Mallett,00-0028012,R.Mallett,"Ryan Mallett, QB","Ryan Mallett, QB, HOU"
2014,Ryan Nassib,NYG,QB,Ryan Nassib,00-0030586,R.Nassib,"Ryan Nassib, QB","Ryan Nassib, QB, NYG"
2014,Ryan Tannehill,MIA,QB,Ryan Tannehill,00-0029701,R.Tannehill,"Ryan Tannehill, QB","Ryan Tannehill, QB, MIA"
2014,Sammy Watkins,BUF,WR,Sammy Watkins,00-0031325,S.Watkins,"Sammy Watkins, WR","Sammy Watkins, WR, BUF"
2014,Santana Moss,WAS,WR,Santana Moss,00-0020494,S.Moss,"Santana Moss, WR","Santana Moss, WR, WAS"
2014,Santonio Holmes,CHI,WR,Santonio Holmes,00-0024240,S.Holmes,"Santonio Holmes, WR","Santonio Holmes, WR, CHI"
2014,Scott Chandler,BUF,TE,Scott Chandler,00-0025516,S.Chandler,"Scott Chandler, TE","Scott Chandler, TE, BUF"
2014,Shane Vereen,NE,RB,Shane Vereen,00-0027994,S.Vereen,"Shane Vereen, RB","Shane Vereen, RB, NE"
2014,Shonn Greene,TEN,RB,Shonn Greene,00-0026899,S.Greene,"Shonn Greene, RB","Shonn Greene, RB, TEN"
2014,Silas Redd,WAS,RB,Silas Redd,00-0031008,S.Redd,"Silas Redd, RB","Silas Redd, RB, WAS"
2014,Stepfan Taylor,ARI,RB,Stepfan Taylor,00-0030282,S.Taylor,"Stepfan Taylor, RB","Stepfan Taylor, RB, ARI"
2014,Stevan Ridley,NE,RB,Stevan Ridley,00-0028011,S.Ridley,"Stevan Ridley, RB","Stevan Ridley, RB, NE"
2014,Steve Johnson,SF,WR,Steve Johnson,00-0026364,S.Johnson,"Steve Johnson, WR","Steve Johnson, WR, SF"
2014,Steve Maneri,NE,TE,Steve Maneri,00-0027567,S.Maneri,"Steve Maneri, TE","Steve Maneri, TE, NE"
2014,Steve Smith,BAL,WR,Steve Smith,00-0020337,S.Smith,"Steve Smith, WR","Steve Smith, WR, BAL"
2014,Steven Jackson,ATL,RB,Steven Jackson,00-0022736,S.Jackson,"Steven Jackson, RB","Steven Jackson, RB, ATL"
2014,T.J. Yates,ATL,QB,T.J. Yates,00-0028090,T.Yates,"T.J. Yates, QB","T.J. Yates, QB, ATL"
2014,T.Y. Hilton,IND,WR,T.Y. Hilton,00-0029608,T.Hilton,"T.Y. Hilton, WR","T.Y. Hilton, WR, IND"
2014,Tarvaris Jackson,SEA,QB,Tarvaris Jackson,00-0024279,T.Jackson,"Tarvaris Jackson, QB","Tarvaris Jackson, QB, SEA"
2014,Tavarres King,TB,WR,Tavarres King,00-0030091,T.King,"Tavarres King, WR","Tavarres King, WR, TB"
2014,Taylor Gabriel,CLE,WR,Taylor Gabriel,00-0031228,T.Gabriel,"Taylor Gabriel, WR","Taylor Gabriel, WR, CLE"
2014,Taylor Thompson,TEN,TE,Taylor Thompson,00-0029590,T.Thompson,"Taylor Thompson, TE","Taylor Thompson, TE, TEN"
2014,Ted Ginn,ARI,WR,Ted Ginn,00-0025396,T.Ginn,"Ted Ginn, WR","Ted Ginn, WR, ARI"
2014,Teddy Bridgewater,MIN,QB,Teddy Bridgewater,00-0031237,T.Bridgewater,"Teddy Bridgewater, QB","Teddy Bridgewater, QB, MIN"
2014,Terrance West,CLE,RB,Terrance West,00-0031375,T.West,"Terrance West, RB","Terrance West, RB, CLE"
2014,Terrance Williams,DAL,WR,Terrance Williams,00-0030542,T.Williams,"Terrance Williams, WR","Terrance Williams, WR, DAL"
2014,Theo Riddick,DET,RB,Theo Riddick,00-0030107,T.Riddick,"Theo Riddick, RB","Theo Riddick, RB, DET"
2014,Timothy Wright,NE,TE,Timothy Wright,00-0029910,T.Wright,"Timothy Wright, TE","Timothy Wright, TE, NE"
2014,Tom Brady,NE,QB,Tom Brady,00-0019596,T.Brady,"Tom Brady, QB","Tom Brady, QB, NE"
2014,Tom Savage,HOU,QB,Tom Savage,00-0031064,T.Savage,"Tom Savage, QB","Tom Savage, QB, HOU"
2014,Tommy Bohanon,NYJ,FB,Tommy Bohanon,00-0030112,T.Bohanon,"Tommy Bohanon, FB","Tommy Bohanon, FB, NYJ"
2014,Tony Moeaki,SEA,TE,Tony Moeaki,00-0027695,T.Moeaki,"Tony Moeaki, TE","Tony Moeaki, TE, SEA"
2014,Tony Romo,DAL,QB,Tony Romo,00-0021678,T.Romo,"Tony Romo, QB","Tony Romo, QB, DAL"
2014,Torrey Smith,BAL,WR,Torrey Smith,00-0027996,T.Smith,"Torrey Smith, WR","Torrey Smith, WR, BAL"
2014,Travaris Cadet,NO,RB,Travaris Cadet,00-0029205,T.Cadet,"Travaris Cadet, RB","Travaris Cadet, RB, NO"
2014,Travis Benjamin,CLE,WR,Travis Benjamin,00-0029269,T.Benjamin,"Travis Benjamin, WR","Travis Benjamin, WR, CLE"
2014,Travis Kelce,KC,TE,Travis Kelce,00-0030506,T.Kelce,"Travis Kelce, TE","Travis Kelce, TE, KC"
2014,Trent Richardson,IND,RB,Trent Richardson,00-0029675,T.Richardson,"Trent Richardson, RB","Trent Richardson, RB, IND"
2014,Trevor Graham,NYJ,WR,Trevor Graham,00-0029660,T.Graham,"Trevor Graham, WR","Trevor Graham, WR, NYJ"
2014,Troy Niklas,ARI,TE,Troy Niklas,00-0031044,T.Niklas,"Troy Niklas, TE","Troy Niklas, TE, ARI"
2014,Tyler Eifert,CIN,TE,Tyler Eifert,00-0030549,T.Eifert,"Tyler Eifert, TE","Tyler Eifert, TE, CIN"
2014,Vance McDonald,SF,TE,Vance McDonald,00-0030470,V.McDonald,"Vance McDonald, TE","Vance McDonald, TE, SF"
2014,Vernon Davis,SF,TE,Vernon Davis,00-0024221,V.Davis,"Vernon Davis, TE","Vernon Davis, TE, SF"
2014,Victor Cruz,NYG,WR,Victor Cruz,00-0027265,V.Cruz,"Victor Cruz, WR","Victor Cruz, WR, NYG"
2014,Vincent Brown,OAK,WR,Vincent Brown,00-0028020,V.Brown,"Vincent Brown, WR","Vincent Brown, WR, OAK"
2014,Vincent Jackson,TB,WR,Vincent Jackson,00-0023496,V.Jackson,"Vincent Jackson, WR","Vincent Jackson, WR, TB"
2014,Virgil Green,DEN,TE,Virgil Green,00-0028142,V.Green,"Virgil Green, TE","Virgil Green, TE, DEN"
2014,Wes Welker,DEN,WR,Wes Welker,00-0022427,W.Welker,"Wes Welker, WR","Wes Welker, WR, DEN"
2014,Will Johnson,PIT,FB,Will Johnson,00-0028841,W.Johnson,"Will Johnson, FB","Will Johnson, FB, PIT"
2014,Will Tukuafu,SEA,FB,Will Tukuafu,00-0027905,W.Tukuafu,"Will Tukuafu, FB","Will Tukuafu, FB, SEA"
2014,Zach Ertz,PHI,TE,Zach Ertz,00-0030061,Z.Ertz,"Zach Ertz, TE","Zach Ertz, TE, PHI"
2014,Zach Mettenberger,TEN,QB,Zach Mettenberger,00-0031266,Z.Mettenberger,"Zach Mettenberger, QB","Zach Mettenberger, QB, TEN"
2014,Zach Miller,SEA,TE,Zach Miller,00-0025425,Z.Miller,"Zach Miller, TE","Zach Miller, TE, SEA"
2014,Zach Sudfeld,NYJ,TE,Zach Sudfeld,00-0029999,Z.Sudfeld,"Zach Sudfeld, TE","Zach Sudfeld, TE, NYJ"
2014,Zurlon Tipton,IND,RB,Zurlon Tipton,00-0030855,Z.Tipton,"Zurlon Tipton, RB","Zurlon Tipton, RB, IND"
2013,A.J. Green,CIN,WR,A.J. Green,00-0027942,A.Green,"A.J. Green, WR","A.J. Green, WR, CIN"
2013,A.J. Jenkins,KC,WR,A.J. Jenkins,00-0029654,A.Jenkins,"A.J. Jenkins, WR","A.J. Jenkins, WR, KC"
2013,Aaron Dobson,NE,WR,Aaron Dobson,00-0030540,A.Dobson,"Aaron Dobson, WR","Aaron Dobson, WR, NE"
2013,Aaron Rodgers,GB,QB,Aaron Rodgers,00-0023459,A.Rodgers,"Aaron Rodgers, QB","Aaron Rodgers, QB, GB"
2013,Adrian Peterson,MIN,RB,Adrian Peterson,00-0025394,A.Peterson,"Adrian Peterson, RB","Adrian Peterson, RB, MIN"
2013,Ahmad Bradshaw,IND,RB,Ahmad Bradshaw,00-0025637,A.Bradshaw,"Ahmad Bradshaw, RB","Ahmad Bradshaw, RB, IND"
2013,Aldrick Robinson,WAS,WR,Aldrick Robinson,00-0028116,A.Robinson,"Aldrick Robinson, WR","Aldrick Robinson, WR, WAS"
2013,Alex Green,NYJ,RB,Alex Green,00-0028034,A.Green,"Alex Green, RB","Alex Green, RB, NYJ"
2013,Alex Smith,CIN,TE,Alex Smith,00-0023506,A.Smith,"Alex Smith, TE","Alex Smith, TE, CIN"
2013,Alex Smith,KC,QB,Alex Smith,00-0023436,A.Smith,"Alex Smith, QB","Alex Smith, QB, KC"
2013,Alfonso Smith,ARI,RB,Alfonso Smith,00-0027346,A.Smith,"Alfonso Smith, RB","Alfonso Smith, RB, ARI"
2013,Alfred Morris,WAS,RB,Alfred Morris,00-0029141,A.Morris,"Alfred Morris, RB","Alfred Morris, RB, WAS"
2013,Alshon Jeffery,CHI,WR,Alshon Jeffery,00-0029137,A.Jeffery,"Alshon Jeffery, WR","Alshon Jeffery, WR, CHI"
2013,Andre Brown,NYG,RB,Andre Brown,00-0027094,A.Brown,"Andre Brown, RB","Andre Brown, RB, NYG"
2013,Andre Caldwell,DEN,WR,Andre Caldwell,00-0026237,A.Caldwell,"Andre Caldwell, WR","Andre Caldwell, WR, DEN"
2013,Andre Ellington,ARI,RB,Andre Ellington,00-0030287,A.Ellington,"Andre Ellington, RB","Andre Ellington, RB, ARI"
2013,Andre Holmes,OAK,WR,Andre Holmes,00-0028263,A.Holmes,"Andre Holmes, WR","Andre Holmes, WR, OAK"
2013,Andre Johnson,HOU,WR,Andre Johnson,00-0022044,A.Johnson,"Andre Johnson, WR","Andre Johnson, WR, HOU"
2013,Andre Roberts,ARI,WR,Andre Roberts,00-0027691,A.Roberts,"Andre Roberts, WR","Andre Roberts, WR, ARI"
2013,Andrew Hawkins,CIN,WR,Andrew Hawkins,00-0027918,A.Hawkins,"Andrew Hawkins, WR","Andrew Hawkins, WR, CIN"
2013,Andrew Luck,IND,QB,Andrew Luck,00-0029668,A.Luck,"Andrew Luck, QB","Andrew Luck, QB, IND"
2013,Andrew Quarless,GB,TE,Andrew Quarless,00-0027753,A.Quarless,"Andrew Quarless, TE","Andrew Quarless, TE, GB"
2013,Andy Dalton,CIN,QB,Andy Dalton,00-0027973,A.Dalton,"Andy Dalton, QB","Andy Dalton, QB, CIN"
2013,Anquan Boldin,SF,WR,Anquan Boldin,00-0022084,A.Boldin,"Anquan Boldin, WR","Anquan Boldin, WR, SF"
2013,Anthony Dixon,SF,RB,Anthony Dixon,00-0027772,A.Dixon,"Anthony Dixon, RB","Anthony Dixon, RB, SF"
2013,Anthony Fasano,KC,TE,Anthony Fasano,00-0024268,A.Fasano,"Anthony Fasano, TE","Anthony Fasano, TE, KC"
2013,Anthony Sherman,KC,FB,Anthony Sherman,00-0028074,A.Sherman,"Anthony Sherman, FB","Anthony Sherman, FB, KC"
2013,Antone Smith,ATL,RB,Antone Smith,00-0026855,A.Smith,"Antone Smith, RB","Antone Smith, RB, ATL"
2013,Antonio Brown,PIT,WR,Antonio Brown,00-0027793,A.Brown,"Antonio Brown, WR","Antonio Brown, WR, PIT"
2013,Arian Foster,HOU,RB,Arian Foster,00-0026796,A.Foster,"Arian Foster, RB","Arian Foster, RB, HOU"
2013,Armanti Edwards,CLE,WR,Armanti Edwards,00-0027692,A.Edwards,"Armanti Edwards, WR","Armanti Edwards, WR, CLE"
2013,Armond Smith,CAR,RB,Armond Smith,00-0028706,A.Smith,"Armond Smith, RB","Armond Smith, RB, CAR"
2013,Austin Collie,NE,WR,Austin Collie,00-0027092,A.Collie,"Austin Collie, WR","Austin Collie, WR, NE"
2013,Bear Pascoe,NYG,TE,Bear Pascoe,00-0026931,B.Pascoe,"Bear Pascoe, TE","Bear Pascoe, TE, NYG"
2013,Ben Obomanu,NYJ,WR,Ben Obomanu,00-0024463,B.Obomanu,"Ben Obomanu, WR","Ben Obomanu, WR, NYJ"
2013,Ben Roethlisberger,PIT,QB,Ben Roethlisberger,00-0022924,B.Roethlisberger,"Ben Roethlisberger, QB","Ben Roethlisberger, QB, PIT"
2013,Ben Tate,HOU,RB,Ben Tate,00-0027890,B.Tate,"Ben Tate, RB","Ben Tate, RB, HOU"
2013,Benjamin Watson,NO,TE,Benjamin Watson,00-0022943,B.Watson,"Benjamin Watson, TE","Benjamin Watson, TE, NO"
2013,BenJarvus Green-Ellis,CIN,RB,BenJarvus Green-Ellis,00-0025860,B.Green-Ellis,"BenJarvus Green-Ellis, RB","BenJarvus Green-Ellis, RB, CIN"
2013,Bernard Pierce,BAL,RB,Bernard Pierce,00-0029264,B.Pierce,"Bernard Pierce, RB","Bernard Pierce, RB, BAL"
2013,Bernard Scott,BAL,RB,Bernard Scott,00-0026941,B.Scott,"Bernard Scott, RB","Bernard Scott, RB, BAL"
2013,Bilal Powell,NYJ,RB,Bilal Powell,00-0028064,B.Powell,"Bilal Powell, RB","Bilal Powell, RB, NYJ"
2013,Billy Bajema,BAL,TE,Billy Bajema,00-0023679,B.Bajema,"Billy Bajema, TE","Billy Bajema, TE, BAL"
2013,Bobby Rainey,TB,RB,Bobby Rainey,00-0029384,B.Rainey,"Bobby Rainey, RB","Bobby Rainey, RB, TB"
2013,Brad Smith,PHI,WR,Brad Smith,00-0024318,B.Smith,"Brad Smith, WR","Brad Smith, WR, PHI"
2013,Brandon Bolden,NE,RB,Brandon Bolden,00-0029239,B.Bolden,"Brandon Bolden, RB","Brandon Bolden, RB, NE"
2013,Brandon Bostick,GB,TE,Brandon Bostick,00-0029601,B.Bostick,"Brandon Bostick, TE","Brandon Bostick, TE, GB"
2013,Brandon Gibson,MIA,WR,Brandon Gibson,00-0026937,B.Gibson,"Brandon Gibson, WR","Brandon Gibson, WR, MIA"
2013,Brandon Jacobs,NYG,RB,Brandon Jacobs,00-0023545,B.Jacobs,"Brandon Jacobs, RB","Brandon Jacobs, RB, NYG"
2013,Brandon LaFell,CAR,WR,Brandon LaFell,00-0027681,B.LaFell,"Brandon LaFell, WR","Brandon LaFell, WR, CAR"
2013,Brandon Marshall,CHI,WR,Brandon Marshall,00-0024334,B.Marshall,"Brandon Marshall, WR","Brandon Marshall, WR, CHI"
2013,Brandon Myers,NYG,TE,Brandon Myers,00-0027135,B.Myers,"Brandon Myers, TE","Brandon Myers, TE, NYG"
2013,Brandon Pettigrew,DET,TE,Brandon Pettigrew,00-0026996,B.Pettigrew,"Brandon Pettigrew, TE","Brandon Pettigrew, TE, DET"
2013,Brandon Stokley,BAL,WR,Brandon Stokley,00-0015754,B.Stokley,"Brandon Stokley, WR","Brandon Stokley, WR, BAL"
2013,Brandon Tate,CIN,WR,Brandon Tate,00-0027057,B.Tate,"Brandon Tate, WR","Brandon Tate, WR, CIN"
2013,Brandon Weeden,CLE,QB,Brandon Weeden,00-0029677,B.Weeden,"Brandon Weeden, QB","Brandon Weeden, QB, CLE"
2013,Brent Celek,PHI,TE,Brent Celek,00-0025549,B.Celek,"Brent Celek, TE","Brent Celek, TE, PHI"
2013,Brian Hartline,MIA,WR,Brian Hartline,00-0027077,B.Hartline,"Brian Hartline, WR","Brian Hartline, WR, MIA"
2013,Brian Hoyer,CLE,QB,Brian Hoyer,00-0026625,B.Hoyer,"Brian Hoyer, QB","Brian Hoyer, QB, CLE"
2013,Brian Leonard,TB,RB,Brian Leonard,00-0025439,B.Leonard,"Brian Leonard, RB","Brian Leonard, RB, TB"
2013,Brian Robiskie,ATL,WR,Brian Robiskie,00-0027012,B.Robiskie,"Brian Robiskie, WR","Brian Robiskie, WR, ATL"
2013,Brian Tyms,CLE,WR,Brian Tyms,00-0028984,B.Tyms,"Brian Tyms, WR","Brian Tyms, WR, CLE"
